,customer message,admin reply
31035,อีก 5 นาทีนะคะ,"กนกรัชต์ เตียรถ์วัฒนานนท์
8/9-10 ศูนย์การค้าสหชัชวาลย์ซอย 3 ถนนปลัดเมือง ตำบลในเมือง อำเภอเมืองบุรีรัมย์ จังหวัดบุรีรัมย์ 31000
094-5152415
เปิดแบบเอกสารกับออนไลน์ต่างกันไหมคะ
ได้หมดเลยค่ะ"
31037,"กนกรัชต์ เตียรถ์วัฒนานนท์
8/9-10 ศูนย์การค้าสหชัชวาลย์ซอย 3 ถนนปลัดเมือง ตำบลในเมือง อำเภอเมืองบุรีรัมย์ จังหวัดบุรีรัมย์ 31000
094-5152415
เปิดแบบเอกสารกับออนไลน์ต่างกันไหมคะ
ได้หมดเลยค่ะ",ได้ค่ะ
31039,ได้ค่ะ,You sent a sticker.
31042,"You sent a photo.
ต้องเลือกอะไรบ้างคะ",You sent a sticker.
31045,"You sent a photo.
เรียบร้อยค่า",ขอบคุณค่า
31047,ขอบคุณค่า,"You sent a photo.
แบบนี้ได้ไหมคั"
31049,"You sent a photo.
แบบนี้ได้ไหมคั",เดวส่งกลับไปให้วันนี้
31051,เดวส่งกลับไปให้วันนี้,You sent a sticker.
31052,เดวส่งกลับไปให้วันนี้,You sent a sticker.
31055,"You sent a photo.
ส่งให้แล้วนะคะ",ขอบคุณค่ะ
31057,ขอบคุณค่ะ,โอเคค่า
31058,ขอบคุณค่ะ,โอเคค่า
31060,โอเคค่า,"You sent a sticker.
You sent a sticker.
ส่งผิดค่ะ"
31061,โอเคค่า,"You sent a sticker.
You sent a sticker.
ส่งผิดค่ะ"
31063,"You sent a sticker.
You sent a sticker.
ส่งผิดค่ะ",ได้เลยค่ะ
31067,You sent a sticker.,ที่มีให้แอดไลนค่ะ เลยแอดแล้วส่งสติ้กเก้อไว้
31069,ที่มีให้แอดไลนค่ะ เลยแอดแล้วส่งสติ้กเก้อไว้,เพิ่งโอนเงินเข้าไปค่ะ ของวรัมพร
31071,เพิ่งโอนเงินเข้าไปค่ะ ของวรัมพร,23358 คะ
31073,23358 คะ,ขอบคุณค่า ต่อไปให้ติดต่อไลน์นี้ใช่มั้ยคะ
31074,23358 คะ,ขอบคุณค่า ต่อไปให้ติดต่อไลน์นี้ใช่มั้ยคะ
31076,ขอบคุณค่า ต่อไปให้ติดต่อไลน์นี้ใช่มั้ยคะ,You sent a sticker.
31078,You sent a sticker.,ได้คะ
31080,ได้คะ,"You sent a photo.
เรียบร้อยนะคะ"
31082,"You sent a photo.
เรียบร้อยนะคะ",ขอบคุณค่าา
31083,"You sent a photo.
เรียบร้อยนะคะ",ขอบคุณค่าา
31085,ขอบคุณค่าา,ขอบคุณค้าา
31086,ขอบคุณค่าา,ขอบคุณค้าา
31088,ขอบคุณค้าา,You sent a sticker.
31090,You sent a sticker.,ขอบคุณค่า
31092,ขอบคุณค่า,โอเคค่า
31093,ขอบคุณค่า,โอเคค่า
31094,ขอบคุณค่า,โอเคค่า
31095,ขอบคุณค่า,โอเคค่า
31097,โอเคค่า,สวัสดีค่ะ ตอนนี้ต้องเติมเงินหรือทำอะไรมั้ยคะ
31099,สวัสดีค่ะ ตอนนี้ต้องเติมเงินหรือทำอะไรมั้ยคะ,ขอบคุณนะคะ
31100,สวัสดีค่ะ ตอนนี้ต้องเติมเงินหรือทำอะไรมั้ยคะ,ขอบคุณนะคะ
31102,ขอบคุณนะคะ,ต้องเติมเท่าไหร่หรอคะ
31103,ขอบคุณนะคะ,ต้องเติมเท่าไหร่หรอคะ
31105,ต้องเติมเท่าไหร่หรอคะ,อะเคคะ
31106,ต้องเติมเท่าไหร่หรอคะ,อะเคคะ
31108,อะเคคะ,ขอบคุณนะคะะ
31110,ขอบคุณนะคะะ,"หมายถึงว่า ให้เติมเพิ่ม 120,000 บาท เลยใช่มั้ยคะ"
31111,ขอบคุณนะคะะ,"หมายถึงว่า ให้เติมเพิ่ม 120,000 บาท เลยใช่มั้ยคะ"
31112,ขอบคุณนะคะะ,"หมายถึงว่า ให้เติมเพิ่ม 120,000 บาท เลยใช่มั้ยคะ"
31113,ขอบคุณนะคะะ,"หมายถึงว่า ให้เติมเพิ่ม 120,000 บาท เลยใช่มั้ยคะ"
31115,"หมายถึงว่า ให้เติมเพิ่ม 120,000 บาท เลยใช่มั้ยคะ",อะเครค่ะ ขอบัญชีอีกทีมั้ยได้คะ โอนเหมือนตอนเติมเข้าครั้งแรกใช่มั้ย
31117,อะเครค่ะ ขอบัญชีอีกทีมั้ยได้คะ โอนเหมือนตอนเติมเข้าครั้งแรกใช่มั้ย,"You sent a photo.
เรียบร้อยค่ะ"
31124,สวัสดีค่ะ,ช่วยเช็คด้วยว่า เราเปิดบช. กับ Trinity เรียบร้อยหรือยัง
31126,ช่วยเช็คด้วยว่า เราเปิดบช. กับ Trinity เรียบร้อยหรือยัง,"และขอทราบรายละเอียดการ เทรด ค่าเงิน 
- มีค่าแรกเข้าไหม
เนาวรัตน์ สุธรรมจริยา"
31128,"และขอทราบรายละเอียดการ เทรด ค่าเงิน 
- มีค่าแรกเข้าไหม
เนาวรัตน์ สุธรรมจริยา","Trading Portfolio https://share.google/CxXSffUHQKz1oY5It
ทำอย่างไรต่อ"
31129,"และขอทราบรายละเอียดการ เทรด ค่าเงิน 
- มีค่าแรกเข้าไหม
เนาวรัตน์ สุธรรมจริยา","Trading Portfolio https://share.google/CxXSffUHQKz1oY5It
ทำอย่างไรต่อ"
31130,"และขอทราบรายละเอียดการ เทรด ค่าเงิน 
- มีค่าแรกเข้าไหม
เนาวรัตน์ สุธรรมจริยา","Trading Portfolio https://share.google/CxXSffUHQKz1oY5It
ทำอย่างไรต่อ"
